Temperatura (°C),pH,Tempo (h),Glicose (g/L),Agitação (rpm),Tipo de Fermentador,Operador Responsável,Rendimento Etanol (%)
26.42,5.92,31.3,168.3,190.4,Tipo C,Ana,43.64
37.47,5.02,28.9,155.9,145.1,Desconhecido,,42.06
38.78,5.47,30.4,112.6,132.4,Tipo-B,ana,46.77
34.75,4.82,34.9,118.9,,Tipo A,Ana,52.35
26.55,4.71,35.8,128.9,242.6,,Desconhecido,45.43
31.03,4.81,22.4,189.0,108.5,Tipo A,,35.6
35.93,4.82,17.1,117.3,125.8,Tipo C,Desconhecido,37.61
36.7,5.09,17.6,192.3,121.2,Tipo-B,ana,27.55
26.77,5.09,35.0,152.3,,Tipo A,,44.56
,4.99,43.4,171.6,148.6,Desconhecido,bruno,42.97
35.68,4.27,26.7,111.0,133.3,Tipo B,Carlos,41.66
30.35,4.99,18.1,126.9,218.6,Tipo C,bruno,32.2
28.82,4.34,39.2,195.9,252.3,Tipo C,Ana,47.9
25.19,4.25,42.0,126.6,166.4,tipo a,,43.77
33.1,5.87,43.7,129.7,215.6,tipo a,Carlos,53.58
37.77,5.21,33.8,119.8,119.6,tipo a,Ana,36.23
39.36,5.32,43.0,112.9,287.0,TIPO C,Carlos,63.5
33.49,4.8,12.6,123.3,167.4,Tipo-B,ana,27.38
32.72,5.82,,164.2,299.5,,Bruno,24.73
,5.28,15.3,145.5,295.7,Tipo C,Desconhecido,16.0
33.23,5.54,37.7,155.4,255.8,tipo a,,47.19
30.7,4.74,14.5,112.2,104.0,Tipo C,Desconhecido,28.54
34.11,5.92,29.9,180.2,208.7,Tipo B,,42.95
30.83,5.64,29.0,9999.0,117.4,tipo a,ana,32.34
28.6,5.71,23.2,102.2,279.0,Tipo C,Ana,27.28
26.42,4.34,43.3,138.4,257.9,Tipo-B,Ana,55.51
29.72,4.54,18.1,106.9,294.5,TIPO C,Bruno,23.35
26.45,4.57,24.7,179.2,221.7,Desconhecido,bruno,36.79
27.65,4.54,39.9,9999.0,204.4,Tipo-B,,45.77
39.81,5.71,13.1,190.2,203.8,Tipo-B,Carlos,29.55
31.66,4.06,36.2,9999.0,,Desconhecido,ana,41.76
32.98,4.15,41.4,145.6,193.7,tipo a,Bruno,46.05
38.1,4.55,45.6,118.4,227.1,Tipo-B,ana,51.86
39.93,4.4,43.5,137.1,286.6,TIPO C,Bruno,59.71
33.74,4.46,23.5,152.2,,Tipo A,Ana,35.14
37.19,5.6,33.1,105.3,271.4,,Ana,38.6
29.9,5.13,14.8,171.5,272.6,TIPO C,bruno,30.46
29.59,4.01,21.3,154.3,203.8,Tipo B,,26.73
31.04,4.86,15.4,182.9,169.5,TIPO C,,25.66
35.09,4.82,23.3,127.2,227.9,Tipo C,ana,44.83
35.23,4.23,43.5,190.3,,Tipo A,ana,51.92
29.73,-1.0,24.5,199.9,116.3,tipo a,bruno,30.73
,5.4,32.2,191.9,175.6,Tipo C,Ana,41.56
,5.44,27.6,177.8,298.8,Desconhecido,Desconhecido,42.65
26.92,-1.0,28.5,181.2,109.7,TIPO C,bruno,37.14
,4.0,46.9,157.4,239.3,Tipo C,Bruno,50.82
35.4,5.91,22.7,119.0,268.2,Tipo-B,Ana,28.41
35.51,5.63,34.6,167.7,,Tipo C,ana,44.4
36.3,5.81,27.1,171.3,213.9,Tipo C,ana,36.54
38.09,4.03,14.2,198.5,241.5,TIPO C,Carlos,31.3
32.5,5.87,29.6,154.1,185.9,Tipo B,Carlos,41.93
35.95,5.62,41.3,127.1,118.3,Desconhecido,Desconhecido,58.14
34.29,5.67,15.6,168.4,292.5,TIPO C,ana,36.09
27.8,4.19,14.5,197.9,186.5,tipo a,Ana,14.57
25.39,5.48,17.5,117.7,233.1,,ana,29.71
29.27,5.92,39.5,132.6,206.3,,ana,52.85
31.65,5.36,38.1,9999.0,110.9,Desconhecido,Bruno,45.91
34.26,5.14,32.3,117.0,290.5,Tipo A,Desconhecido,52.1
37.75,5.89,28.9,102.2,258.5,Tipo-B,Bruno,34.88
27.94,4.89,44.0,133.7,129.8,Tipo B,,45.05
26.88,5.2,39.6,186.5,296.3,Tipo A,Carlos,48.07
39.45,4.95,41.2,104.3,247.4,Tipo A,Bruno,51.57
26.62,5.87,41.3,142.9,,Desconhecido,Carlos,50.15
32.18,4.15,35.1,176.2,222.3,Tipo B,,44.95
33.78,5.0,28.5,195.3,121.3,Tipo-B,bruno,41.41
33.12,5.37,43.1,198.5,212.1,tipo a,,65.7
26.29,5.58,45.3,142.2,114.7,Tipo B,Carlos,45.19
25.86,5.17,12.9,195.0,209.0,Tipo B,ana,34.3
26.58,5.82,13.9,103.5,210.5,Tipo B,,26.64
,5.88,46.5,174.6,274.9,,Carlos,52.6
33.17,4.13,22.0,164.3,245.0,Tipo-B,,36.52
28.51,4.8,43.4,9999.0,149.9,,ana,45.05
34.57,4.05,26.0,150.7,,Tipo B,Desconhecido,38.78
37.3,4.66,16.3,9999.0,214.6,Tipo B,ana,32.36
25.62,5.07,14.9,187.2,221.3,Tipo C,,31.62
32.47,5.82,17.6,135.8,133.8,Tipo C,ana,29.35
35.34,5.69,21.0,162.6,271.6,Tipo C,ana,44.61
28.78,4.25,29.6,115.9,286.2,Tipo C,Desconhecido,34.24
29.62,4.19,37.3,120.6,255.0,Tipo B,Ana,40.86
34.2,5.18,47.5,199.2,288.2,,,59.29
38.47,5.06,27.9,175.3,160.5,Desconhecido,Ana,39.13
37.15,4.53,30.7,196.2,272.2,,,49.28
33.75,5.8,30.8,129.6,197.8,Tipo C,Carlos,47.43
35.95,5.85,31.4,116.5,132.8,Tipo A,bruno,38.34
,4.81,30.6,150.3,233.8,Desconhecido,Ana,42.36
34.61,5.78,12.3,149.5,236.8,tipo a,Carlos,31.69
31.99,4.77,12.1,117.5,157.4,Tipo C,Desconhecido,31.22
27.85,5.47,15.5,173.3,105.5,Tipo-B,Ana,45.86
35.53,4.95,15.7,136.2,140.0,tipo a,Ana,24.64
33.35,4.25,37.4,118.6,180.0,,ana,52.78
30.38,5.86,19.4,133.2,133.5,,,26.97
38.67,4.91,44.2,156.4,138.8,TIPO C,ana,51.68
25.31,5.47,45.4,172.6,178.3,,Carlos,51.33
29.74,4.73,47.1,148.2,292.4,TIPO C,ana,54.75
25.85,4.04,45.8,152.6,252.8,Tipo A,Carlos,55.74
36.5,4.2,21.8,113.9,163.9,tipo a,Bruno,27.05
35.53,4.99,30.4,9999.0,290.3,tipo a,,30.74
29.97,5.38,18.3,192.9,229.1,,Bruno,43.11
35.13,4.67,41.0,168.3,191.1,Tipo A,bruno,44.31
30.94,5.39,44.0,101.8,193.7,TIPO C,,55.0
36.34,5.4,42.6,153.7,182.1,Tipo C,Ana,59.53
31.81,5.41,27.6,162.9,146.6,Tipo A,Bruno,45.04
31.18,4.99,39.3,199.5,177.3,Tipo-B,Carlos,52.27
39.02,5.83,15.5,199.6,205.6,Tipo A,ana,37.29
28.76,4.98,13.4,185.8,205.6,Tipo B,ana,26.61
26.81,4.9,39.1,106.4,252.3,TIPO C,Ana,36.18
33.77,4.4,27.3,195.3,171.8,Tipo B,,38.93
39.54,4.62,47.8,161.3,243.4,TIPO C,Bruno,55.88
30.67,4.08,15.5,180.1,215.6,TIPO C,bruno,24.63
25.93,5.27,42.8,140.7,292.4,tipo a,bruno,49.69
30.09,4.5,29.3,9999.0,177.1,Tipo C,bruno,29.35
32.59,4.61,41.8,146.3,280.2,Tipo C,bruno,57.45
27.43,5.54,41.4,114.7,264.1,TIPO C,ana,47.03
34.87,4.65,,135.7,227.5,TIPO C,ana,51.26
39.97,-1.0,22.7,185.8,230.9,,ana,38.7
31.78,4.34,46.2,103.8,116.9,Tipo B,,49.76
30.32,5.55,17.5,115.1,290.0,,Carlos,25.64
31.01,4.26,15.0,112.5,121.4,,bruno,21.64
26.73,4.91,27.5,140.3,212.6,Tipo-B,Desconhecido,31.12
38.25,5.01,41.8,199.7,166.0,Tipo A,ana,47.22
31.22,5.37,,117.3,186.0,TIPO C,bruno,35.02
30.81,-1.0,41.9,9999.0,222.0,,Bruno,48.46
34.9,5.62,38.3,191.5,281.8,TIPO C,,55.76
31.63,4.09,19.5,188.2,191.5,Tipo A,Ana,24.91
34.72,4.59,,103.2,297.5,Tipo A,ana,58.74
25.92,4.56,14.2,175.2,218.6,Tipo-B,ana,19.92
37.21,4.29,44.3,165.5,132.1,Tipo-B,Bruno,53.65
39.11,4.58,23.0,176.8,138.0,Tipo A,Ana,31.52
34.73,4.62,30.0,149.5,243.2,TIPO C,Carlos,36.63
,5.04,27.2,199.1,110.1,TIPO C,ana,44.78
27.27,5.33,18.2,104.4,196.1,Tipo A,Ana,30.9
,4.76,24.9,123.4,129.6,TIPO C,Desconhecido,40.14
34.03,5.44,18.9,139.7,186.6,Tipo-B,ana,28.74
33.73,4.67,19.3,145.0,250.0,Tipo A,bruno,39.56
31.02,-1.0,18.7,192.1,191.8,Tipo-B,,41.52
30.07,5.08,29.6,156.0,132.7,TIPO C,Bruno,41.39
26.9,4.05,40.7,104.5,150.4,TIPO C,Ana,34.74
30.88,4.16,32.5,140.8,173.5,tipo a,Bruno,31.26
27.44,4.84,44.2,9999.0,113.9,Tipo B,bruno,50.18
36.02,5.89,34.9,196.5,216.9,Tipo B,Carlos,43.84
,5.44,36.8,159.9,221.5,Desconhecido,,40.41
25.88,4.18,36.0,163.6,112.4,Tipo-B,bruno,40.88
33.29,5.69,28.2,171.3,180.5,Tipo A,Carlos,38.4
33.93,5.46,36.8,9999.0,182.8,Tipo B,Bruno,46.98
38.08,5.22,14.5,163.5,166.8,TIPO C,Carlos,28.16
33.65,5.64,43.0,123.7,211.5,,ana,60.38
30.18,4.81,40.0,187.4,169.2,Tipo C,Carlos,43.86
37.05,4.44,20.8,173.2,183.3,Tipo A,Carlos,35.35
33.1,5.02,39.6,174.2,259.5,Tipo-B,ana,40.59
26.19,5.1,12.5,199.7,132.4,TIPO C,Carlos,21.32
33.49,5.08,19.8,180.3,223.8,TIPO C,ana,29.38
38.62,5.13,14.3,182.9,201.1,Tipo C,ana,30.97
30.94,5.9,40.1,195.1,161.0,Tipo-B,,46.65
29.44,5.8,39.2,115.1,245.5,Desconhecido,Carlos,43.37
,5.75,41.3,149.8,210.2,Tipo A,ana,44.28
27.27,5.6,,158.1,195.5,TIPO C,Ana,26.89
31.49,5.89,30.0,132.9,233.5,Desconhecido,Carlos,40.94
33.94,4.2,37.4,183.9,260.5,tipo a,Carlos,36.21
26.21,4.53,17.6,9999.0,294.5,TIPO C,bruno,36.65
39.09,4.99,35.4,172.1,225.9,tipo a,bruno,50.91
,5.69,15.0,199.7,274.9,,,23.55
33.8,5.01,18.5,125.9,100.2,tipo a,,36.69
37.43,5.5,29.1,173.5,206.0,Tipo A,,48.57
26.2,4.28,35.5,155.1,142.9,,bruno,31.96
32.15,4.5,17.3,9999.0,118.8,Tipo A,Carlos,28.75
34.45,5.46,18.7,116.1,206.4,Tipo C,bruno,34.11
37.43,4.33,19.4,189.6,,TIPO C,Ana,41.9
36.75,4.7,20.6,159.5,182.5,Tipo A,Bruno,38.99
29.16,4.53,20.2,182.5,234.0,Tipo A,bruno,31.23
39.11,4.7,26.2,154.5,197.9,Tipo C,ana,36.29
,5.42,35.5,122.0,187.4,Tipo C,bruno,35.11
38.13,4.74,,9999.0,158.1,TIPO C,Ana,36.86
39.56,5.11,39.9,138.2,176.5,Desconhecido,ana,54.35
27.66,4.2,37.9,197.3,170.0,Tipo-B,ana,50.11
35.83,5.61,16.6,100.6,229.2,Tipo B,ana,29.24
25.6,4.74,13.8,198.6,123.2,TIPO C,ana,33.06
31.08,5.3,,198.0,118.5,Tipo B,Desconhecido,54.08
32.74,5.45,14.9,199.6,232.0,,Desconhecido,44.69
33.71,4.42,17.3,147.7,209.3,,ana,23.01
39.04,5.77,12.8,196.4,186.0,Tipo-B,ana,30.39
35.08,5.23,34.6,9999.0,130.5,tipo a,ana,46.42
32.22,4.86,33.0,102.6,182.2,Desconhecido,Ana,51.7
37.15,4.36,47.5,9999.0,257.9,TIPO C,bruno,48.47
39.26,5.88,43.9,194.5,277.9,Tipo A,Bruno,50.48
25.33,5.51,26.8,9999.0,240.5,Tipo C,,35.3
39.74,-1.0,25.4,154.6,112.0,TIPO C,ana,33.72
26.29,4.68,22.7,107.6,234.1,Tipo C,,31.59
37.22,5.62,17.5,128.6,,tipo a,bruno,24.21
29.21,5.39,17.0,108.8,163.1,Tipo C,Ana,34.9
,5.53,16.8,186.0,139.2,tipo a,,38.02
31.6,4.88,16.1,159.1,255.2,Desconhecido,Ana,40.59
34.66,5.43,20.7,190.2,229.7,Tipo-B,ana,37.66
30.71,4.77,,168.8,222.4,tipo a,,37.6
25.82,4.42,46.6,197.1,233.6,,Carlos,52.64
33.99,5.27,32.8,151.0,147.4,Tipo B,Ana,48.35
38.54,5.95,47.6,163.9,188.9,,Carlos,61.93
30.75,-1.0,25.4,157.6,226.7,TIPO C,,41.56
28.24,4.92,28.5,148.4,227.3,,,40.58
31.64,5.35,23.7,184.6,258.4,,Ana,41.77
25.73,5.08,18.6,164.5,157.4,,Carlos,30.67
37.31,5.69,17.2,180.1,254.1,tipo a,Carlos,27.85
37.4,5.52,46.0,178.6,188.0,TIPO C,ana,53.07
33.82,4.12,47.5,119.1,234.0,Tipo-B,ana,54.2
30.3,6.0,13.6,165.0,191.1,Desconhecido,,22.36
37.0,5.5,17.4,120.0,289.7,,bruno,29.02
33.32,5.73,27.2,158.3,135.9,tipo a,Carlos,41.64
37.39,5.3,18.7,167.7,235.0,Tipo-B,Desconhecido,39.54
34.47,5.71,25.1,199.7,215.3,Tipo B,Ana,40.97
36.77,-1.0,16.6,103.1,134.5,Desconhecido,ana,27.64
33.98,4.7,28.4,109.1,113.2,Tipo A,Bruno,37.4
31.21,5.75,21.8,107.7,259.8,Tipo-B,,36.73
39.37,4.4,24.7,139.8,131.5,Tipo A,Ana,34.36
33.12,4.16,15.4,9999.0,137.3,Tipo-B,bruno,22.58
,5.58,27.4,184.4,295.7,,bruno,44.38
28.31,5.67,47.4,173.7,243.5,Desconhecido,Carlos,52.79
34.38,4.33,23.8,189.7,150.1,tipo a,bruno,44.22
33.57,5.71,43.6,132.3,218.2,Tipo A,ana,45.66
27.77,5.37,42.4,108.8,206.8,Desconhecido,bruno,53.23
25.89,5.04,46.3,105.8,268.9,Tipo-B,Ana,48.0
34.07,5.66,40.4,185.2,245.9,TIPO C,,54.79
36.46,4.84,35.7,173.0,266.3,Tipo-B,Desconhecido,42.74
32.85,4.39,42.8,9999.0,142.3,Tipo A,Desconhecido,42.82
28.4,4.57,14.7,134.0,228.0,TIPO C,,29.99
35.0,5.01,28.7,138.0,108.0,,,39.34
26.2,5.06,47.6,195.8,113.8,Desconhecido,Carlos,53.99
31.63,5.61,39.7,106.4,242.7,Tipo-B,,42.24
27.45,5.58,46.6,177.4,104.9,Tipo A,bruno,53.12
27.77,5.16,40.1,131.0,216.0,Tipo B,bruno,53.55
28.03,5.56,43.5,103.9,268.1,Tipo C,Desconhecido,54.33
,4.38,37.4,174.3,176.0,Tipo B,,43.06
25.77,4.1,39.4,133.1,109.0,Tipo A,Carlos,36.62
30.97,5.75,30.8,172.2,,tipo a,bruno,41.7
,4.15,45.3,170.8,285.9,tipo a,Carlos,57.44
,4.49,41.7,153.5,243.4,Tipo C,ana,42.13
30.74,5.39,42.4,177.7,215.7,Tipo A,Ana,54.24
37.59,4.82,36.2,158.1,146.0,TIPO C,ana,58.38
27.18,5.75,23.0,128.7,103.1,Tipo-B,bruno,34.77
32.59,4.6,13.3,173.4,238.9,Tipo B,bruno,22.4
25.93,4.02,45.7,158.9,146.2,TIPO C,bruno,42.82
26.07,4.6,33.1,101.3,,Desconhecido,Desconhecido,37.16
,5.16,22.7,190.2,193.3,Tipo B,Desconhecido,37.34
33.49,4.75,17.4,9999.0,206.1,Tipo C,bruno,34.71
38.17,5.07,41.9,186.9,250.8,,bruno,58.37
33.37,5.75,42.1,188.3,255.9,Tipo C,Ana,50.23
39.4,5.82,41.3,144.5,228.5,Desconhecido,Ana,52.95
25.73,4.53,35.2,150.8,287.7,Tipo C,Carlos,38.15
26.47,4.92,25.2,141.6,296.5,,,33.14
25.66,5.1,22.9,144.9,289.4,Desconhecido,Carlos,39.12
27.78,5.9,12.3,189.5,264.8,TIPO C,Desconhecido,28.92
33.12,6.0,,178.8,241.1,TIPO C,Bruno,52.93
34.68,4.47,15.1,112.7,232.7,Tipo C,Ana,25.04
25.68,5.45,34.7,161.0,120.8,TIPO C,Carlos,41.64
39.19,4.76,30.1,199.6,154.3,Tipo C,,46.09
37.63,4.02,31.0,159.6,101.1,,,43.27
29.45,4.02,45.4,9999.0,127.5,TIPO C,Ana,55.11
26.16,4.92,13.1,176.9,187.8,Tipo C,Ana,27.71
27.55,4.98,39.8,135.0,129.3,Tipo-B,ana,54.2
26.9,4.05,13.9,137.2,280.3,,Bruno,15.98
26.85,5.37,13.4,172.4,261.1,Tipo-B,Ana,26.66
32.78,4.59,27.5,150.0,114.3,Desconhecido,ana,44.1
28.69,5.12,14.3,157.1,149.8,Tipo B,,24.62
30.37,4.6,40.4,171.3,263.8,Desconhecido,Bruno,54.0
39.84,4.33,31.1,177.8,260.6,Tipo B,,46.56
35.26,4.81,13.0,127.2,289.1,Desconhecido,ana,40.0
39.23,4.46,13.5,114.7,,Tipo C,,30.75
27.14,5.07,34.1,129.2,295.3,Tipo B,ana,42.52
30.73,4.4,41.0,150.8,182.0,TIPO C,Bruno,57.5
33.32,5.02,27.8,134.2,150.1,Tipo C,Ana,37.87
26.15,4.31,32.0,156.8,251.7,Tipo-B,Ana,45.76
25.06,5.34,40.8,9999.0,159.9,tipo a,Carlos,46.63
35.06,5.51,34.0,151.0,261.3,Tipo-B,Ana,51.44
34.63,4.22,20.1,136.8,206.8,Tipo A,,31.83
31.16,4.94,34.1,153.5,258.8,Tipo-B,Ana,44.67
32.34,4.14,34.6,142.3,155.2,Tipo A,Ana,41.04
31.23,5.2,38.4,128.4,201.6,Tipo B,Carlos,37.22
,4.53,34.4,190.4,212.8,Tipo-B,Bruno,41.87
30.03,-1.0,46.9,118.5,288.6,tipo a,Carlos,69.62
27.66,5.03,19.1,168.1,153.3,TIPO C,,28.3
26.48,5.85,46.2,192.5,287.3,Tipo-B,,52.85
39.35,5.1,31.4,153.9,261.0,TIPO C,Ana,52.43
33.99,5.17,36.2,187.6,246.2,Tipo-B,bruno,51.37
35.93,4.8,15.6,112.5,257.4,Tipo-B,Ana,31.52
29.73,5.9,25.7,149.4,221.1,,Carlos,31.37
30.9,5.55,39.7,145.7,148.8,TIPO C,ana,54.43
28.55,4.57,37.4,9999.0,,TIPO C,ana,48.99
26.45,5.69,13.4,144.3,273.3,Tipo C,Carlos,33.64
27.69,4.86,31.7,136.9,245.0,Tipo-B,Desconhecido,47.94
36.96,5.66,15.2,167.0,142.6,Tipo-B,,24.39
,5.65,47.9,193.8,223.0,,ana,55.2
33.2,4.38,44.3,108.6,189.5,tipo a,bruno,52.25
32.13,5.4,12.8,9999.0,131.7,TIPO C,Carlos,22.56
38.84,4.58,42.9,144.4,206.4,,ana,50.52
26.09,4.59,45.1,145.5,156.3,TIPO C,ana,52.98
29.21,4.59,24.7,177.5,119.2,Tipo A,Bruno,39.33
30.25,5.45,37.9,144.3,193.4,Tipo A,Ana,55.09
36.74,4.46,27.9,102.7,,TIPO C,ana,36.56
39.89,4.0,35.6,171.0,109.4,tipo a,ana,41.73
28.61,5.43,24.3,9999.0,180.4,,Bruno,47.12
38.11,-1.0,23.6,151.4,151.5,Tipo B,,36.7
37.46,4.21,27.3,158.1,106.1,Tipo-B,Carlos,30.18
28.37,4.48,17.2,116.3,125.1,Tipo B,Carlos,30.33
30.99,4.76,,122.1,127.8,tipo a,Bruno,43.26
31.15,4.95,24.6,123.5,136.6,Tipo B,Bruno,34.01
39.67,4.09,26.4,143.1,260.7,Tipo A,Desconhecido,33.41
,-1.0,44.2,192.8,187.9,Tipo C,Ana,55.23
36.99,5.43,29.9,152.2,129.4,Tipo B,Bruno,44.64
30.01,4.65,31.6,119.2,120.1,Tipo C,Ana,33.72
35.96,4.64,46.4,126.6,159.6,Tipo B,ana,55.27
31.3,4.9,43.9,138.4,259.6,,bruno,55.54
33.68,5.25,18.1,162.3,172.9,tipo a,Carlos,32.43
37.49,4.29,29.0,144.0,132.0,Tipo C,Bruno,49.44
37.06,-1.0,47.0,139.2,180.8,Tipo B,bruno,60.28
38.0,5.72,25.4,156.5,211.1,tipo a,Carlos,37.36
25.89,4.51,25.4,124.2,105.9,Desconhecido,Desconhecido,32.45
35.38,4.76,19.0,107.9,225.5,Desconhecido,Carlos,27.58
27.1,5.74,16.1,9999.0,179.0,TIPO C,Bruno,17.93
31.24,5.33,38.7,125.1,101.9,,bruno,41.64
33.23,4.68,,109.2,234.8,Desconhecido,bruno,44.94
31.04,5.37,46.9,133.6,242.5,Tipo A,bruno,60.31
32.79,4.04,39.8,177.3,,Tipo-B,Carlos,41.4
39.95,5.47,20.8,171.6,168.4,tipo a,Ana,38.31
27.03,-1.0,13.4,161.1,205.9,tipo a,,28.86
35.13,5.63,47.5,185.3,177.4,Tipo A,Ana,52.47
30.94,5.91,24.3,128.2,240.1,Tipo C,Carlos,39.85
27.0,5.85,23.2,188.5,216.7,Tipo B,Bruno,32.67
27.38,5.82,44.6,139.9,116.4,Tipo C,Carlos,45.14
39.24,5.02,33.1,9999.0,228.6,,Ana,55.19
38.19,4.72,19.7,140.5,237.4,tipo a,Carlos,32.26
38.61,4.93,44.0,109.8,174.1,TIPO C,bruno,57.36
,5.38,47.8,197.5,275.2,Desconhecido,Bruno,57.25
28.12,5.77,15.1,113.9,268.6,Tipo B,,21.14
30.33,4.41,43.0,134.1,135.0,Desconhecido,Bruno,47.28
35.04,5.84,26.1,131.9,,Desconhecido,Desconhecido,50.36
32.26,5.63,30.9,107.5,188.2,Tipo-B,,32.95
31.28,5.96,44.9,115.2,244.7,Desconhecido,Carlos,46.32
30.37,5.76,47.0,104.5,262.8,,ana,57.89
33.91,4.56,21.4,129.2,201.0,,ana,30.35
33.63,4.21,19.7,186.7,179.8,,,31.04
27.42,4.22,14.9,133.9,283.1,Tipo-B,,28.16
32.08,4.58,32.2,112.4,146.2,Tipo B,,40.27
33.3,5.23,12.5,164.6,151.4,,ana,31.55
33.55,5.61,26.8,199.7,172.3,tipo a,bruno,39.02
28.15,5.8,14.6,123.2,271.9,TIPO C,ana,27.09
36.13,5.25,26.6,128.0,287.8,Tipo A,Carlos,40.3
25.38,4.01,13.4,197.2,144.0,Desconhecido,Desconhecido,21.05
30.32,4.37,42.1,117.9,272.8,TIPO C,Desconhecido,39.71
36.7,4.2,19.6,151.1,151.6,Desconhecido,Carlos,43.4
33.46,4.73,23.8,124.0,294.1,Desconhecido,ana,33.58
28.92,5.0,43.3,9999.0,,Tipo C,Carlos,48.21
35.42,4.09,38.9,198.2,101.4,TIPO C,,49.18
33.51,4.7,19.9,181.5,,TIPO C,,29.43
36.94,4.36,14.6,131.5,129.5,Tipo C,Carlos,34.51
36.03,5.29,37.8,140.3,137.5,Tipo A,,49.38
34.15,-1.0,26.1,124.2,253.5,Tipo A,Ana,38.1
32.32,4.99,39.6,189.1,144.6,Tipo-B,Desconhecido,47.23
27.0,4.86,28.0,191.5,293.8,,Bruno,34.45
28.92,5.91,24.5,141.9,227.2,Desconhecido,ana,35.93
31.29,4.43,28.2,165.7,238.5,,ana,40.92
33.99,5.03,38.9,116.6,143.6,Tipo A,Ana,44.51
32.71,5.47,44.5,143.5,278.5,Tipo B,bruno,55.6
29.32,5.11,13.8,163.1,233.6,Tipo-B,Bruno,37.17
25.1,5.86,30.9,138.5,272.9,,Bruno,38.31
32.44,4.76,13.2,135.8,291.3,tipo a,Bruno,28.46
29.28,4.93,28.9,100.1,125.1,Tipo-B,,32.8
36.02,4.18,,180.4,119.3,Desconhecido,Desconhecido,51.43
25.36,5.22,25.0,188.9,,TIPO C,bruno,34.97
33.77,4.58,45.6,196.9,273.2,TIPO C,Ana,50.64
39.12,4.32,34.7,171.9,216.8,Tipo-B,,50.1
27.62,5.09,45.6,154.9,173.2,Tipo C,bruno,52.99
32.07,5.06,39.3,126.9,230.5,Desconhecido,ana,48.76
26.37,4.15,15.7,199.9,161.1,Tipo A,Ana,26.34
34.39,5.4,20.3,159.0,147.7,TIPO C,,39.46
33.26,5.25,26.2,168.1,197.6,TIPO C,Desconhecido,31.06
,4.38,18.1,168.2,143.2,Tipo B,ana,23.03
32.82,4.94,29.8,184.5,196.7,Desconhecido,bruno,44.11
38.45,5.44,29.0,101.0,291.3,Tipo A,Bruno,48.89
27.94,5.06,46.4,122.0,268.0,Desconhecido,bruno,52.93
25.34,4.79,27.6,166.6,288.3,TIPO C,ana,39.25
37.92,4.64,40.3,189.5,261.3,Tipo C,,48.13
33.66,5.22,45.9,168.5,171.0,TIPO C,,43.82
38.36,5.88,43.6,141.3,262.4,Tipo A,Desconhecido,48.09
33.95,5.34,19.5,136.2,284.6,Tipo B,Desconhecido,38.07
37.15,4.15,29.9,173.8,289.4,,Desconhecido,35.69
31.45,4.92,24.5,174.1,236.6,,Ana,34.28
36.25,-1.0,26.4,160.7,142.3,Tipo A,bruno,31.18
38.7,4.19,25.0,129.1,107.9,Desconhecido,Bruno,33.0
33.58,5.98,41.7,192.5,129.4,Desconhecido,,55.12
27.71,5.9,28.3,155.2,293.1,Tipo C,Bruno,34.83
,4.16,30.9,179.0,192.4,Tipo B,Carlos,44.84
27.98,5.87,47.4,121.4,271.0,,Desconhecido,48.29
28.7,4.73,,134.4,193.0,Tipo A,ana,35.08
29.6,5.69,29.6,187.5,232.2,Tipo C,Bruno,42.52
33.33,4.84,39.9,105.0,104.8,Tipo C,Desconhecido,45.06
33.82,4.88,17.4,151.2,150.0,Tipo-B,Bruno,31.8
31.4,5.27,34.0,9999.0,187.3,TIPO C,bruno,37.0
34.23,5.55,20.6,175.1,226.1,Desconhecido,Carlos,33.36
26.22,4.07,43.2,128.2,134.3,Tipo B,Desconhecido,53.03
26.32,5.19,23.8,121.9,252.9,Tipo B,Ana,36.25
27.58,4.37,23.8,192.6,172.9,TIPO C,Ana,25.0
32.77,4.69,33.5,157.2,263.5,Desconhecido,Bruno,44.52
28.21,4.7,18.6,9999.0,119.6,Desconhecido,,30.36
29.25,4.94,22.3,119.3,236.0,Tipo A,bruno,38.07
,4.67,27.0,199.9,158.7,Tipo-B,ana,38.08
37.18,4.21,24.7,119.6,259.1,Tipo B,,37.46
25.21,4.29,30.9,161.0,180.4,Tipo C,Desconhecido,43.8
34.74,4.07,33.6,142.0,233.1,Tipo B,Carlos,42.28
35.03,4.94,32.4,188.6,286.9,Tipo-B,bruno,43.19
,5.91,35.6,175.5,104.1,TIPO C,Bruno,49.87
38.99,4.23,23.1,159.7,102.2,tipo a,bruno,41.51
,5.89,16.6,101.1,254.1,TIPO C,Carlos,15.31
27.31,5.47,39.4,188.0,229.3,Tipo C,bruno,49.15
38.29,5.27,42.6,144.5,158.6,Tipo B,Desconhecido,47.98
31.88,5.29,21.3,193.2,198.9,TIPO C,Bruno,38.26
33.47,-1.0,26.7,149.6,108.4,Tipo C,Carlos,42.64
34.95,4.21,29.9,169.4,138.5,,Bruno,44.46
35.19,5.01,31.2,106.9,184.9,Desconhecido,ana,46.12
38.98,-1.0,35.7,174.5,266.8,Tipo A,Desconhecido,46.61
39.95,5.17,13.5,133.8,195.9,,Carlos,29.72
35.8,5.67,38.0,135.1,217.3,,ana,50.88
29.31,4.14,14.2,9999.0,274.8,Tipo C,ana,27.03
38.2,5.38,28.9,114.7,161.8,Tipo B,ana,33.9
